species,family,order,fishbase_name,column_pos,depth_min,depth_max,migration,length,length_type,diet,Comments,AddRems
Benthalbella dentata,Scopelarchidae,Aulopiformes,Benthalbella dentata,bathypelagic,98,3400,NA,26.200000762939453,TL,NA,"Synchronous hermaphrodites (Ref. 35929).  Oviparous, with planktonic larvae (Ref. 35929).",NA
Adelosebastes latens,Scorpaenidae,Scorpaeniformes,Adelosebastes latens,bathydemersal,900,1200,NA,30,SL,NA,NA,NA
Scorpaena guttata,Scorpaenidae,Scorpaeniformes,Scorpaena guttata,demersal,26,183,NA,43,TL,NA,"Usually occurs in rocky areas of bays and along shore, especially in caves and crevices (Ref. 2850).  Prefers depths less than 26 m (Ref. 121641).  An excellent food fish (Ref. 2850).  Venomous spines in the dorsal, anal, and pelvic fins (Ref 13513).  Minimum depth range based on occurrence (Ref. 121641).",NA
Sebastes aleutianus,Scorpaenidae,Scorpaeniformes,Sebastes aleutianus,bathydemersal,25,900,NA,97,TL,hunting macrofauna (predator),Usually found offshore (Ref. 27437).  Viviparous (Ref. 34817).,NA
Sebastes alutus,Scorpaenidae,Scorpaeniformes,Sebastes alutus,bathydemersal,0,825,NA,53,TL,hunting macrofauna (predator),"Abundant in offshore waters (Ref. 2850).  Young pelagic up to age 3 (Ref. 6885).  Grows slowly (Ref. 2850).  Viviparous (Ref. 34817).  Very important commercial rockfish in the North Pacific (Ref. 2850, 27437).  Marketed as fillets (Ref. 2850).  Utilized fresh and frozen; eaten fried, microwaved and baked (Ref. 9988).",NA
Sebastes atrovirens,Scorpaenidae,Scorpaeniformes,Sebastes atrovirens,demersal,NA,46,NA,42,TL,hunting macrofauna (predator),"Usually found on or near bottom in kelp beds or rocky areas (Ref. 2850).  Viviparous, with planktonic larvae (Ref. 36715).","Stomachs were more likely to be empty during the day than at night, suggesting that it is a nocturnal feeder in southern California (Ref. 28090)."
Sebastes auriculatus,Scorpaenidae,Scorpaeniformes,Sebastes auriculatus,demersal,0,128,NA,56,TL,NA,"A sedentary rockfish found in shallow water and bays (Ref. 2850), among sheltering weed-covered rocks or around pilings (Ref. 27436).  Viviparous, with planktonic larvae and pelagic juveniles (Ref. 36715).  Fin spines are sharp and mildly venomous and can cause annoying wounds (Ref. 27436).  Small live specimens make excellent bait for large lingcod (Ref. 27436).  Flesh is firm and tasty, but rarely found in markets (Ref. 26346).",NA
Sebastes aurora,Scorpaenidae,Scorpaeniformes,Sebastes aurora,bathydemersal,124,769,NA,41,TL,NA,"Common offshore (Ref. 2850).  Viviparous, with planktonic larvae and pelagic juveniles (Ref. 36715).  Trawled on soft bottom and when caught scales usually rub off, leaving white pockets bordered by red; also caught in sablefish traps (Ref. 2850).",NA
Sebastes babcocki,Scorpaenidae,Scorpaeniformes,Sebastes babcocki,demersal,49,625,NA,64,TL,NA,Found on soft bottoms (Ref. 2850).  Viviparous (Ref. 34817).,NA
Sebastes borealis,Scorpaenidae,Scorpaeniformes,Sebastes borealis,bathydemersal,0,1200,NA,108,TL,hunting macrofauna (predator),Found on soft bottoms (Ref. 2850).  Viviparous (Ref. 34817).,NA
Sebastes brevispinis,Scorpaenidae,Scorpaeniformes,Sebastes brevispinis,demersal,0,375,NA,71,TL,NA,"Occur just above the bottom, sometimes found in rocky caverns and crevices (Ref. 27436).  Ovoviviparous (Ref. 6885).  Rarely caught by anglers (Ref. 27436).  Filleted and sold indiscriminately with other rockfish; flavor and texture of flesh particularly good (Ref. 27436).",NA
Sebastes carnatus,Scorpaenidae,Scorpaeniformes,Sebastes carnatus,demersal,NA,55,NA,39,TL,hunting macrofauna (predator),"Inhabit holes or crevices in rocky areas (Ref. 2850).  Territorial (Ref. 2850).  Viviparous, with planktonic larvae (Ref. 36715).",NA
Sebastes caurinus,Scorpaenidae,Scorpaeniformes,Sebastes caurinus,demersal,10,183,NA,58,TL,hunting macrofauna (predator),"Particularly abundant in shallow, protected bays and inlets, among rocks and kelp beds; also found around pilings and jetties or under floats (Ref. 27436).  Juveniles found in loose aggregations in shallow weedy bays, around wharfs, or among floating drift associated with summer tidelines (Ref. 27436).  Mainly a benthic feeder, may also take pelagic fishes (Ref. 27436).  Viviparous, with planktonic larvae (Ref. 36715).  Flesh is tasty, firm and flaky (Ref. 27436).  Sold mainly as fresh fillets or live in Chinese restaurants and fish markets; excellent for fish chips or for pan frying as fillets (Ref. 27436).",NA
Sebastes chlorostictus,Scorpaenidae,Scorpaeniformes,Sebastes chlorostictus,demersal,49,201,NA,50,TL,NA,Commonly found on soft bottom (Ref. 2850).  Viviparous (Ref. 34817).,NA
Sebastes chrysomelas,Scorpaenidae,Scorpaeniformes,Sebastes chrysomelas,demersal,0,37,NA,39,TL,hunting macrofauna (predator),Inhabit holes and crevices in rocky areas (Ref. 2850).  Found in intertidal areas and to 37 m (Ref. 2850).  Viviparous (Ref. 34817).,NA
Sebastes ciliatus,Scorpaenidae,Scorpaeniformes,Sebastes ciliatus,demersal,5,160,NA,53,TL,hunting macrofauna (predator),"Found hovering in loose organized groups just above rocky reefs and along shorelines, or may rest singly upon rocky substrate (Ref. 27436).  Feed by picking and seizing food items that are either drifting or suspended in the water column (Ref. 27302).  Viviparous (Ref. 34817).  Sold as fresh or frozen fillets; eaten as fish cakes (Ref. 27436).  Captured by the nearshore jig fishery and has been reported to comprise up to 25% of the catch in the 'black rockfish' jig fishery of the northern Gulf of Alaska (citation in Ref. 53613).",NA
Sebastes constellatus,Scorpaenidae,Scorpaeniformes,Sebastes constellatus,reef-associated,24,274,NA,46,TL,NA,"Adults usually found on deep reefs (Ref. 2850).  Viviparous, with planktonic larvae and pelagic juveniles (Ref. 36715).  Occasionally captured by sport fishers (Ref. 2850).",NA
Sebastes crameri,Scorpaenidae,Scorpaeniformes,Sebastes crameri,bathydemersal,25,600,NA,58,TL,NA,A deep-water species found on soft bottoms (Ref. 2850).  Viviparous (Ref. 34817).  Anterolateral glandular grooves with venom gland (Ref. 57406).,NA
Sebastes dalli,Scorpaenidae,Scorpaeniformes,Sebastes dallii,demersal,18,256,NA,25,TL,NA,"Adults occur on or near soft bottom (Ref. 2850).  Viviparous, with planktonic larvae and pelagic juveniles (Ref. 36715).",NA
Sebastes diaconus,Scorpaenidae,Scorpaeniformes,Sebastes diaconus,reef-associated,8,50,NA,33,SL,NA,NA,NA
Sebastes diploproa,Scorpaenidae,Scorpaeniformes,Sebastes diploproa,bathydemersal,0,800,NA,46,TL,NA,"Common offshore, on soft bottoms (Ref. 2850).  Young occur in shallow water, often at surface under drifting kelp (Ref. 2850).  Viviparous, with planktonic larvae and pelagic juveniles (Ref. 36715, 34817).  The biggest individuals are sometimes found in markets where the flesh is sold as rockfish fillet (Ref. 27436).  Rarely caught by anglers (Ref. 27436).)",NA
Sebastes elongatus,Scorpaenidae,Scorpaeniformes,Sebastes elongatus,demersal,25,425,NA,39,TL,NA,"A common inhabitant of both inshore and offshore areas (Ref. 2850, 6885).  Found on rocky as well as soft bottoms (Ref. 2850).  Viviparous (Ref. 34817).  Only the largest individuals are filleted for human consumption, smaller ones are processed into fishmeal or used as animal feed (Ref. 27436).  The flesh has a delicious flavor and appealing texture (Ref. 27436).  Rarely caught by sports anglers, but an excellent bait for large lingcod (Ref. 27436).  Rare appearances in public aquariums (Ref. 27436).",NA
Sebastes emphaeus,Scorpaenidae,Scorpaeniformes,Sebastes emphaeus,reef-associated,0,366,NA,18,TL,hunting macrofauna (predator),"Inhabits reefs and rocky shorelines and found in loose congregations hovering above the bottom or resting among caves and crevices (Ref. 27436).  Seeks shelter in areas of strong current (Ref. 2850).  Viviparous (Ref. 34817).  Flesh is tasty and flaky, but since it is rarely caught, it is seldom used as a food fish (Ref. 2850, 27436).  May be used as bait for large rockfish, lingcod or cabezon (Ref. 27436).",NA
Sebastes entomelas,Scorpaenidae,Scorpaeniformes,Sebastes entomelas,pelagic-neritic,0,549,NA,60,TL,hunting macrofauna (predator),"A generally active and free-swimming rockfish found in midwater above a rocky reef or steep shoreline; occasionally huddling motionless among caves and crevices (Ref. 27436).  Young are found in shallow water (Ref. 2850).  Form schools (Ref. 2850).  Feed mostly on small pelagic crustaceans and fishes (Ref. 2850).  Viviparous (Ref. 34817).  Marketed fresh and frozen; eaten pan-fried, boiled, microwaved and baked (Ref. 9988).",Also feeds on planktonic crustaceans (Ref. 2850).
Sebastes eos,Scorpaenidae,Scorpaeniformes,Sebastes eos,demersal,76,366,NA,56,TL,NA,Inhabit rocky bottoms (Ref. 2850).  Viviparous (Ref. 34817).,NA
Sebastes flavidus,Scorpaenidae,Scorpaeniformes,Sebastes flavidus,reef-associated,0,549,NA,66,TL,hunting macrofauna (predator),"Form schools in open water along steeply sloping shores or above rocky reefs; also holes up amid cracks and crevices of the sea floor (Ref. 27436).  Juveniles found around floats and pilings (Ref. 27436).  Feed on pelagic crustaceans, fishes and squids (Ref. 6885).  Viviparous (Ref. 34817).  Filleted, then sold fresh or frozen, with other rockfishes (Ref. 27436).","Form schools in open water along steeply sloping shores or above rocky reefs; also holes up amid cracks and crevices of the sea floor (Ref. 27436).  Juveniles found around floats and pilings (Ref. 27436).  Feed on pelagic crustaceans, fishes and squids (Ref. 6885).  Viviparous (Ref. 34817)."
Sebastes gilli,Scorpaenidae,Scorpaeniformes,Sebastes gilli,demersal,75,375,NA,71,TL,NA,Viviparous (Ref. 34817).,NA
Sebastes glaucus,Scorpaenidae,Scorpaeniformes,Sebastes glaucus,demersal,2,370,NA,50,SL,hunting macrofauna (predator),Inhabit deep waters.  Viviparous (Ref. 34817).,Inhabit deep waters; lower sublittoral species (Ref. 50143).
Sebastes goodei,Scorpaenidae,Scorpaeniformes,Sebastes goodei,demersal,0,425,NA,56,TL,variable,"Adults frequent deep rocky reefs as well as sand and mud bottoms; young are pelagic (Ref. 36715) and occur in shallower waters (Ref. 2850).  Feed on euphausiids (Ref. 6885), krill, small squids and fishes (Ref. 2850).  Viviparous, with planktonic larvae (Ref. 36715).  Marketed fresh and frozen; eaten fried, boiled, microwaved and baked (Ref. 9988).",Feeds on fish and zooplankton (Ref. 6885).
Sebastes helvomaculatus,Scorpaenidae,Scorpaeniformes,Sebastes helvomaculatus,demersal,25,549,NA,41,TL,NA,Found on soft bottoms (Ref. 2850).  Often caught on commercial longlines set below 108 m (Ref. 27437).  Viviparous (Ref. 34817).,NA
Sebastes hopkinsi,Scorpaenidae,Scorpaeniformes,Sebastes hopkinsi,reef-associated,18,183,NA,29,TL,NA,Inhabit shallow reefs (Ref. 2850).  Viviparous (Ref. 34817).,NA
Sebastes jordani,Scorpaenidae,Scorpaeniformes,Sebastes jordani,demersal,0,350,NA,32,TL,selective plankton feeding,"Found in a wide range of habitats, sometimes in large schools well offshore and off bottom (Ref. 2850).  Juveniles are pelagic (Ref. 36715).  Adults feed on planktonic animals, mainly krill (Ref. 2850).  Viviparous, with planktonic larvae (Ref. 36715).  A very important prey species for predatory fishes and marine mammals (Ref. 2850).  Not marketed due to its small size (Ref. 2850).","Found in a wide range of habitats, sometimes in large schools well offshore and off bottom (Ref. 2850).  Juveniles are pelagic (Ref. 36715).  Adults feed on planktonic animals, mainly krill (Ref. 2850).  Viviparous, with planktonic larvae (Ref. 36715).  A very important prey species for predatory fishes and marine mammals (Ref. 2850)."
Sebastes lentiginosus,Scorpaenidae,Scorpaeniformes,Sebastes lentiginosus,demersal,33,168,NA,23,TL,NA,Viviparous (Ref. 34817).  Minimum depth from Ref. 58018.,NA
Sebastes levis,Scorpaenidae,Scorpaeniformes,Sebastes levis,bathydemersal,20,500,NA,100,FL,NA,"Found on the bottom at moderate depths, to 366 m (Ref. 2850).  Juveniles are pelagic (Ref. 36715), over fine sand and clay, whereas adults (>44 cm TL) inhabit rocky areas at 90-300 m (Ref. 49962).  Viviparous, with planktonic larvae (Ref. 36715).",NA
Sebastes macdonaldi,Scorpaenidae,Scorpaeniformes,Sebastes macdonaldi,demersal,91,350,NA,66,TL,NA,"Juveniles up to 6 cm SL are pelagic (Ref. 9341).  An important game fish (Ref. 9341).  Viviparous, with planktonic larvae (Ref. 36715).  Marketed whole or as fillet (Ref. 9341).",NA
Sebastes maliger,Scorpaenidae,Scorpaeniformes,Sebastes maliger,demersal,0,274,NA,61,TL,hunting macrofauna (predator),"Inhabit rocky bottoms and reefs, usually solitary on the bottom or hovering just above the bottom, but never far from cover (Ref. 27436, 27437).  Viviparous (Ref. 34817).  Marketed as fillets (Ref. 27436).","Inhabit rocky bottoms and reefs, usually solitary on the bottom or hovering just above it, but never far from cover (Ref. 27436, 27437)."
Sebastes melanops,Scorpaenidae,Scorpaeniformes,Sebastes melanops,reef-associated,0,366,NA,63,TL,hunting macrofauna (predator),"Found near rocky reefs in shallow water and in open water over deep banks (Ref. 2850).  Adults live both off and on bottom (Ref. 2850).  Juveniles are pelagic (Ref. 36715).  Form schools (Ref. 2850).  Feed on fishes (Ref. 27302).  Viviparous, with planktonic larvae (Ref. 36715).  Young are important prey species for other fishes, marine mammals and birds.  Excellent food fish (Ref. 27436).",NA
Sebastes melanostictus,Scorpaenidae,Scorpaeniformes,Sebastes melanostictus,benthopelagic,84,1000,NA,53.900001525878906,SL,NA,NA,NA
Sebastes melanostomus,Scorpaenidae,Scorpaeniformes,Sebastes melanostomus,bathydemersal,124,769,NA,61,TL,NA,"Found on soft bottom in deep water, but young in shallower areas (Ref. 2850).  Juveniles are pelagic (Ref. 36715).  Viviparous, with planktonic larvae (Ref. 36715).",NA
Sebastes miniatus,Scorpaenidae,Scorpaeniformes,Sebastes miniatus,reef-associated,15,274,NA,91,TL,NA,"Adults inhabit shallow to deep rocky reefs, less common on deep ones (Ref. 2850).  Young inhabit shallow water (Ref. 2850).  Viviparous (Ref. 34817).  Sold as fillets together with other rockfish (Ref. 27436).",NA
Sebastes mystinus,Scorpaenidae,Scorpaeniformes,Sebastes mystinus,reef-associated,0,550,NA,61,TL,variable,"May be found near the surface or off the bottom, generally over shallow reefs, but also around kelp and over deep reefs (Ref. 2850).  Juveniles are pelagic (Ref. 36715).  Form schools, sometimes with other rockfishes (Ref. 2850).  Feed mainly on krill (Ref. 2850), but also on tunicates, jellyfishes and fishes (Ref. 6885).  Viviparous, with planktonic larvae (Ref. 36715).  Young are important prey for fishes and other marine vertebrates (Ref. 2850).","Feeds on benthic and planktonic invertebrates, fish and cephalopods (Ref. 13811)."
Sebastes nebulosus,Scorpaenidae,Scorpaeniformes,Sebastes nebulosus,reef-associated,3,128,NA,45,TL,hunting macrofauna (predator),"A territorial species occurring on the open coast, among rocks and reefs (Ref. 2850).  Has mildly venomous spines (Ref. 27436).  Viviparous (Ref. 34817).  One of the tastiest rockfishes (Ref. 2850) but rarely found in markets because it is rarely caught (Ref. 27436).",NA
Sebastes nigrocinctus,Scorpaenidae,Scorpaeniformes,Sebastes nigrocinctus,reef-associated,10,275,NA,61,TL,hunting macrofauna (predator),"Inhabit rocky reefs, mainly at depths greater than 10 m (Ref. 27436).  Solitary and territorial, defending a home crevice among rocks (Ref. 2850).  Juveniles pelagic (Ref. 27436).  Viviparous (Ref. 34817).  Quickly changes color when disturbed or when there is a change in lighting (Ref. 6885).  Caught infrequently and incidentally marketed  as rockfish (Ref. 27436).  Flesh firm and tasty (Ref. 27436).",NA
Sebastes ovalis,Scorpaenidae,Scorpaeniformes,Sebastes ovalis,demersal,NA,365,NA,56,TL,NA,"Adults are found commonly on deep rocky areas in southern California, USA from 30-366 m.  Viviparous, with planktonic larvae (Ref. 36715).",NA
Sebastes paucispinis,Scorpaenidae,Scorpaeniformes,Sebastes paucispinis,reef-associated,0,476,NA,91,TL,hunting macrofauna (predator),"Adults found over rocky reefs, but also common on open bottoms to about 320 m (Ref. 2850).  Juveniles are pelagic and settle in near shore nursery areas, then move to deeper habitats (Ref. 36715).  Young form schools (Ref. 2850).  Feed mainly on fishes, including other rockfishes (Ref. 2850).  Ovoviviparous, with planktonic larvae (Ref. 36715, 6885, 34817). Validated age by radiometry is 37 yrs (Ref. 75794).  A famous sport fish throughout its range (Ref. 2850).  Flesh is of excellent quality when kept chilled (Ref. 27436).  Sold with other rockfish species (Ref. 27436).",NA
Sebastes phillipsi,Scorpaenidae,Scorpaeniformes,Sebastes phillipsi,bathydemersal,174,274,NA,43,TL,NA,Occur usually on deep reefs (Ref. 2850).  Viviparous (Ref. 34817).,NA
Sebastes pinniger,Scorpaenidae,Scorpaeniformes,Sebastes pinniger,demersal,0,838,NA,76,FL,hunting macrofauna (predator),"Adults hover in loose groups above rocky bottoms (Ref. 27436).  Pelagic juveniles are found in shallower water (Ref. 27436).  Feed on small fishes and krill (Ref. 2850).  Viviparous, with planktonic larvae (Ref. 36715).  Validated age by radiometry is 44 yrs (Ref. 49687).  Flesh is of good quality (Ref. 27436).  Sold as fillets (Ref. 27436).",Feeds on euphausiids and fish (Ref. 2850).
Sebastes polyspinis,Scorpaenidae,Scorpaeniformes,Sebastes polyspinis,demersal,0,740,NA,41,TL,hunting macrofauna (predator),Found on soft bottoms (Ref. 2850).  Viviparous (Ref. 34817).,NA
Sebastes proriger,Scorpaenidae,Scorpaeniformes,Sebastes proriger,bathydemersal,12,425,NA,61,TL,NA,"Occur in areas where rocky reefs and steep silt-covered cliff faces meet gently sloping sand or mud bottoms (Ref. 27436).  Found hovering just off the bottom or resting on a rocky perch (Ref. 27436).  Viviparous (Ref. 34817).  Sold as fresh or frozen fillets, together with other rockfish species (Ref. 27436).  Not popular as a game fish (Ref. 27436).",NA
Sebastes rastrelliger,Scorpaenidae,Scorpaeniformes,Sebastes rastrelliger,demersal,0,46,NA,56,TL,hunting macrofauna (predator),"Found commonly on rocky bottom in tide pools and near shore, also in kelp and eelgrass beds.  Occur up to 46 m depth but usually at less than 15 m.  Viviparous, with planktonic larvae (Ref. 36715).  Most important rockfish to rocky shore and jetty fishermen.  Good eating.",NA
Sebastes reedi,Scorpaenidae,Scorpaeniformes,Sebastes reedi,bathydemersal,137,375,NA,58,TL,hunting macrofauna (predator),Found on rough bottoms (Ref. 2850).  Minimum depth reported from Ref. 27437.  Viviparous (Ref. 34817).,"Larvae likely feed on copepods, euphausiids and other invertebrates.  Matured individuals switch to different fishes and crustaceans."
Sebastes rosaceus,Scorpaenidae,Scorpaeniformes,Sebastes rosaceus,demersal,15,128,NA,36,TL,NA,Caught fairly often by sport fishers using small hooks (Ref. 2850).  Viviparous (Ref. 34817).,NA
Sebastes rosenblatti,Scorpaenidae,Scorpaeniformes,Sebastes rosenblatti,demersal,61,396,NA,48,TL,NA,Inhabit rough bottom (Ref. 2850).  Viviparous (Ref. 34817).,NA
Sebastes ruberrimus,Scorpaenidae,Scorpaeniformes,Sebastes ruberrimus,reef-associated,15,549,NA,104,TL,hunting macrofauna (predator),"Occur in rocky reefs and boulder fields (Ref. 27437), the young found in shallower regions (Ref. 27436).  Feed on fishes and crustaceans (Ref. 28499).  Viviparous (Ref. 34817).  Sold as fillets (Ref. 6885).",NA
Sebastes rubrivinctus,Scorpaenidae,Scorpaeniformes,Sebastes rubrivinctus,demersal,0,302,NA,51,TL,NA,"Inhabit rocky areas.  Reported to reach 64 cm, but specimens over 51 cm may have been the redbanded rockfish, <i>Sebastes babcocki</i>.  Viviparous (Ref. 34817).",NA
Sebastes rufus,Scorpaenidae,Scorpaeniformes,Sebastes rufus,demersal,31,247,NA,54,TL,NA,"Adults demersal and semi-pelagic (Ref. 36715), in offshore areas (Ref. 2850).  Juveniles are pelagic (Ref. 36715).  Viviparous, with planktonic larvae (Ref. 36715).",NA
Sebastes saxicola,Scorpaenidae,Scorpaeniformes,Sebastes saxicola,demersal,9,547,NA,38,TL,NA,Mostly found in offshore water on soft bottoms (Ref. 2850).  Ovoviviparous (Ref. 6885).  Anterolateral glandular grooves with venom gland (Ref. 57406).  Commonly caught with trawls but usually discarded because of its small size (Ref. 2850).  Rarely taken on baited hook in deep water (Ref. 2850).,NA
Sebastes semicinctus,Scorpaenidae,Scorpaeniformes,Sebastes semicinctus,demersal,58,402,NA,25,TL,NA,Common offshore water on flat bottom (Ref. 2850).  Viviparous (Ref. 34817).,NA
Sebastes serranoides,Scorpaenidae,Scorpaeniformes,Sebastes serranoides,reef-associated,0,146,NA,61,TL,hunting macrofauna (predator),"Sometimes found well off bottom, in or near kelp or over rocky reefs (Ref. 2850).  Juveniles are pelagic (Ref. 36715).  Viviparous, with planktonic larvae (Ref. 36715).",NA
Sebastes serriceps,Scorpaenidae,Scorpaeniformes,Sebastes serriceps,demersal,5,90,NA,41,TL,NA,"Occur in rocky areas, usually in crevices (Ref. 2850).  Territorial (Ref. 2850).  Viviparous (Ref. 34817).",NA
Sebastes simulator,Scorpaenidae,Scorpaeniformes,Sebastes simulator,demersal,99,293,NA,30,TL,NA,Usually at around 200 m depth (Ref. 2850).  Viviparous (Ref. 34817).,NA
Sebastes umbrosus,Scorpaenidae,Scorpaeniformes,Sebastes umbrosus,demersal,30,119,NA,29.799999237060547,TL,NA,"Occur on or near bottom, usually shallower than 70 m (Ref. 2850).  Viviparous (Ref. 34817).",NA
Sebastes variabilis,Scorpaenidae,Scorpaeniformes,Sebastes variabilis,demersal,6,675,NA,43.08000183105469,SL,NA,"Collection depth between 6-370 m, deepest recorded depth at 675 m.  Large adults common along the edge of the continental shelf at 100-300 m where the species is targeted for commercial use.  Captured in the offshore trawl fishery.  Males and females captured by trawl surveys vary widely in maturity during the summer (May-July) (Ref. 53613).",Large adults coomon along the edge of the continental shelf at 100-300 m (Ref. 53613).
Sebastes variegatus,Scorpaenidae,Scorpaeniformes,Sebastes variegatus,demersal,70,558,NA,38,TL,NA,Viviparous (Ref. 34817).  Too small to be of high commercial value (Ref. 27437).,NA
Sebastes wilsoni,Scorpaenidae,Scorpaeniformes,Sebastes wilsoni,demersal,30,274,NA,23,TL,NA,An offshore species (Ref. 27437).  Viviparous (Ref. 34817).,NA
Sebastes zacentrus,Scorpaenidae,Scorpaeniformes,Sebastes zacentrus,bathydemersal,26,476,NA,39,TL,NA,Found on soft bottoms (Ref. 2850).  Viviparous (Ref. 34817).,NA
Sebastolobus alascanus,Scorpaenidae,Scorpaeniformes,Sebastolobus alascanus,demersal,17,1600,NA,80,SL,filtering plankton,Very common on soft bottoms (Ref. 2850).  Oviparous (Ref. 205).  Eggs are extruded in floating gelatinous masses (Ref. 31279).  Have a thick glandular tissue on posterior margin of fin spines which is believed to be venomous (Ref. 57406).  Rarely taken by game fishers (Ref. 27436).  Flesh sweeter than that of other rockfishes (Ref. 27436).,NA
Sebastolobus altivelis,Scorpaenidae,Scorpaeniformes,Sebastolobus altivelis,bathydemersal,201,1757,NA,39,TL,NA,Adults occur on soft bottom of offshore waters (Ref. 2850).  Juveniles occur in midwater (Ref. 2850).  Oviparous (Ref. 205).  Eggs are spawned in pelagic gelatinous masses (Ref. 59312).,NA
Sebastolobus macrochir,Scorpaenidae,Scorpaeniformes,Sebastolobus macrochir,bathydemersal,257,1537,NA,44,SL,filtering plankton,Occurs in places with the steepest downthrow and sharp bends of sea bottom often in the places of the slope surrounded by large depths (the steep bottom relief causes vertical turbulent currents that provide the accumulation of food items) (Ref. 26289).  Oviparous (Ref. 205).  Eggs are extruded in floating gelatinous masses (Ref. 52092).,"Occurs in places with the steepest downthrow and sharp bends of sea bottom often in the places of the slope surrounded by large depths (the steep bottom relief causes vertical turbulent currents that provide the accumulation of food items) (Ref. 26289).  Feeds on bottom organisms (Ophiuroidea, Amphipoda) and on pelagics such as young squids (Ref. 26289)."
Paralabrax nebulifer,Serranidae,Perciformes,Paralabrax nebulifer,reef-associated,1,183,NA,67,TL,hunting macrofauna (predator),"Usually found on sand bottom among or near rocks from shallow areas to about 183 m depth, but usually at less than 30 m.  Juvenile feed on benthic invertebrates (crabs, bivalves and mysids) and rarely fish; adults prey on fishes (especially <i>Porichthys notatus</i>) and also on crustaceans (Ref. 9342).  Pelagic spawners (Ref. 56049).  Important game fish (Ref. 9342).","Usually found on sand bottom among or near rocks from shallow areas to about 183 m depth, but usually at less than 30 m. Juvenile feed on benthic invertebrates (crabs, bivalves and mysids) and rarely fish; adults prey on fishes (especially <i>Porichthys notatus</i>) and also on crustaceans."
Serrivomer sector,Serrivomeridae,Anguilliformes,Serrivomer sector,bathypelagic,0,3243,NA,76,TL,hunting macrofauna (predator),"Meso- and bathypelagic (Ref. 58302).  Feeds primarily on crustaceans, and to a lesser extent upon small cephalopods and fishes (Ref. 4525).",NA
Argyropelecus affinis,Sternoptychidae,Stomiiformes,Argyropelecus affinis,bathypelagic,1,3872,oceanodromous,8.399999618530273,SL,selective plankton feeding,"An oceanic and mesopelagic species (Ref. 4739, 58302), mainly at 300-650 m (Ref. 4054), 170-500 m at night and 350-600 m during day (Ref. 58302), commonly 1-600m (Ref. 035838).  May make short diel migrations (Ref. 4739).  Smaller individuals feed on copepods and ostracods; larger ones feed on euphausiids, salps and chaetognaths (Ref. 4739).  Adult complement of photophores acquired at about 14 mm SL (Ref. 4739).  Oviparous, with planktonic eggs and larvae (Ref. 35838).",NA
Argyropelecus lychnus,Sternoptychidae,Stomiiformes,Argyropelecus lychnus,bathypelagic,150,700,NA,5.900000095367432,TL,selective plankton feeding,"Copepods have been found in the food items consumed by this species (Ref. 6885).  Oviparous, with planktonic eggs and larvae (Ref. 35838). Minimum depth is from Ref. 82347.",NA
Argyropelecus sladeni,Sternoptychidae,Stomiiformes,Argyropelecus sladeni,bathypelagic,0,2926,NA,7,TL,selective plankton feeding,"Mesopelagic (Ref. 58302).  Found in 50-600 m during the day and 100-375 m at night (Ref. 4054).  Feed on copepods (Ref. 6885).  Oviparous, with planktonic eggs and larvae (Ref. 35838).",NA
Sternoptyx diaphana,Sternoptychidae,Stomiiformes,Sternoptyx diaphana,bathypelagic,400,3676,oceanodromous,5.5,SL,hunting macrofauna (predator),"Oceanic and non-vertical migrant (Ref. 4739).  Mesopelagic at 275-1200 m (Ref. 58302).  Commonly found in 500-800 m both day and night (Ref. 4054).  Possibly a cyclic feeder of copepods, ostracods, euphausiids, amphipods, fishes and other taxa (Ref. 4739).  Adult photophore complement acquired at 11-13 mm SL (Ref. 4739).  Lipid content 1.4 % in fresh body weight and wax ester is 4.2 % in total lipids (Ref. 9193).","Oceanic and non-vertical migrant (Ref. 4739).  Commonly found in 500-800 m both day and night (Ref. 4054).  Possibly a cyclic feeder of copepods, ostracods, euphausiids, amphipods, fishes and other taxa (Ref. 4739).  Feed on fewer but larger prey items from regions of cooler overlying water massess and diet was less diverse than that of fish from warmer waters (Ref. 54153).  Larger specimens feed on larger food items.  Feeding strategy appears to involve capture of the nearest """"available"""" prey within its immediate vicinity (Ref. 54153)."
Acantholumpenus mackayi,Stichaeidae,Perciformes,Acantholumpenus mackayi,demersal,0,200,NA,70,SL,hunting macrofauna (predator),"Found over mud and sand bottoms to depths of about 56 meters; often in brackish waters (Ref. 51666).  Benthic; feeds on worms, crustaceans, sea urchins and molluscs (Ref. 58426).","Found over mud and sand bottoms to depths of about 56 meters; often in brackish waters (Ref. 51666).  Benthic; feeds on worms, crustaceans, sea urchins and molluscs (Ref. 58426)."
Anisarchus medius,Stichaeidae,Perciformes,Anisarchus medius,demersal,10,300,NA,30,TL,hunting macrofauna (predator),"Found on muddy bottoms, generally preferring water below 0°C and salinities above 30 ppt. (Ref. 10571).  Benthic (Ref. 58426).  Feeds on small benthic invertebrates (Ref. 10571).","Found on muddy bottoms, generally preferring water below 0°C and salinities above 30 ppt. (Ref. 10571).  Benthic (Ref. 58426).  Feeds on small benthic invertebrates (Ref. 10571)."
Anoplarchus insignis,Stichaeidae,Perciformes,Anoplarchus insignis,demersal,1,30,NA,12,TL,NA,Prefers subtidal areas among rocks (Ref. 2850) and algae to depths of 30 meters (Ref. 51666).,NA
